"市町村","タイトル","所在地","緯度","経度","写真1","写真2","写真3","写真4","写真5","写真6","写真7","写真8","写真9","写真10","連絡先","分類","災害種別","備考"
"","上板町技の館","上板町泉谷字原東３２－４","34.131953","134.397289","","","","","","","","","","","088-637-6555","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","松島幼稚園","上板町鍛冶屋原字北原２０","34.120595","134.399567","","","","","","","","","","","088-694-2004","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板町東老人集会所","上板町神宅字北屋敷３２－２","34.13092","134.415203","","","","","","","","","","","088-694-6810","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","さくら保育所","上板町西分日吉前２０－１","34.120467","134.417653","","","","","","","","","","","088-694-8180","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","神宅幼稚園","上板町神宅字喜来１３５","34.133801","134.413994","","","","","","","","","","","088-694-2041","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","松島小学校（体育館）","板野郡上板町鍛冶屋原字北原２０","34.120896","134.399191","","","","","","","","","","","088-694-2004","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","神宅小学校（体育館）","板野郡上板町神宅字喜来１３５","34.134511","134.415128","","","","","","","","","","","088-694-2041","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板町農村環境改善センター","板野郡上板町七條字経塚４２","34.121424","134.405824","","","","","","","","","","","088-694-6816","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板町役場（中央公民館）","板野郡上板町七條字経塚４２","34.121384","134.404823","","","","","","","","","","","088-694-3111","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板町文化センター第１分館","板野郡上板町西分字滝ノ宮西２６－１","34.130727","134.422392","","","","","","","","","","","088-694-3020","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板中学校（体育館）","板野郡上板町神宅字西金屋４４","34.125178","134.410668","","","","","","","","","","","088-694-2035","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","板野高校体育館","板野町川端字関ノ本47","34.1409424427376","134.470169526658","","","","","","","","","","","088-672-1101","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","板野保育園遊戯室","板野町大寺字郡頭27-2","34.139893402996","134.460738729017","","","","","","","","","","","088-672-3500","指定緊急避難場所（法指定）","洪水,崖崩れ等,大規模な火事,内水氾濫",""
"","板野保育園管理棟","板野町大寺字岡ノ前20","34.1399303110355","134.459885432076","","","","","","","","","","","088-672-2101","指定緊急避難場所（法指定）","洪水,崖崩れ等,大規模な火事,内水氾濫",""
"","板野町町民ふれあいプラザ","板野町那東字大道下10","34.136679","134.439576","","","","","","","","","","","088-672－0311","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","板野町町民センター","板野町大寺字亀山西169-5","34.144068","134.462685","","","","","","","","","","","088-672－0051","指定緊急避難場所（法指定）","洪水,崖崩れ等,大規模な火事,内水氾濫",""
"","穂波園指定通所介護事業所","板野町吹田字西山68-10","34.145798","134.455536","","","","","","","","","","","088-672-5577","指定緊急避難場所（法指定）","洪水,地震,大規模な火事,内水氾濫",""
"","文化の館","板野町犬伏字東谷13-1","34.145131","134.453352","","","","","","","","","","","088-672－5888","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","板野町体育センター","板野町吹田字間谷14－1","34.147284","134.455493","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","郡頭教育集会所","板野町大寺字王子33","34.14134","134.463161","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","川端教育集会所","板野町川端字権現1－1","34.151184","134.480335","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","南公民館","板野町下庄字栖養46-2","34.1247556524001","134.457011797811","","","","","","","","","","","088-672－2049","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","中央公民館","板野町大寺字亀山西190-1","34.144576","134.462538","","","","","","","","","","","088-672－0136","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","板野中学校体育館・武道館","板野町大寺字郡頭1-1","34.140681","134.461292","","","","","","","","","","","088-672－0079","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","板野南小学校体育館","板野町下庄栖養38-3","34.123949","134.456239","","","","","","","","","","","088-672－0102","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","板野西小学校体育館","板野町那東字泉ノ西4-9","34.135945","134.438048","","","","","","","","","","","088-672－0309","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","板野東小学校体育館","板野町吹田字町東2-1","34.147112","134.46458","","","","","","","","","","","088-672－0026","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","板野東小学校・幼稚園大坂分校体育館","板野町大坂字宮東20","34.17788","134.448189","","","","","","","","","","","088-672－4703","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","川端老人ルーム","板野町川端字原田33－1","34.148386","134.482117","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","板野町南公会堂","板野町下庄字神木59－1","34.123044","134.448837","","","","","","","","","","","088-672－2011","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","板野町東公会堂","板野町大寺字亀山西31－1","34.145233","134.464667","","","","","","","","","","","088-672－2016","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","日出家老人憩の家","板野町西中富字宮ノ本28－7","34.119119","134.464507","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","西中富老人憩の家","板野町西中富字雁ケ坪35","34.126329","134.46505","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","下庄老人憩の家","板野町下庄字栖養14－1","34.12364","134.453377","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","古城老人憩の家","板野町古城字南屋敷44－1","34.131829","134.449768","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","矢武老人憩の家","板野町矢武字鏡松3","34.125519","134.435618","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","黒谷老人憩の家","板野町黒谷字東原24－3","34.141225","134.431346","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","羅漢老人憩の家","板野町羅漢字吉田15－2","34.134143","134.43286","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","那東老人憩の家","板野町那東字道ブチ22－1","34.13821","134.438156","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","犬伏老人憩の家","板野町犬伏字平山83","34.142459","134.450622","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","新田老人憩の家","板野町川端字中手崎52－9","34.136589","134.471705","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","岡ノ宮老人憩の家","板野町大寺字岡ノ前138－3","34.141913","134.459423","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","高樹老人憩の家","板野町大寺字高樹14－6","34.130219","134.462543","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","大寺老人憩の家","板野町大寺字平井 75－1","34.142464","134.467054","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","川端老人憩の家（川端コミュニティセンター）","板野町川端字宮ノ西17－2","34.148751","134.478689","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","吹田老人憩の家","板野町吹田字神木3－3","34.148484","134.460833","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","福祉ホームリズム","藍住町矢上字安任56-5","34.1392906399944","134.502698728837","","","","","","","","","","","088-692-6699","指定緊急避難場所（法定外）","洪水,地震,津波,大規模な火事,内水氾濫",""
"","藍住町町民体育館","藍住町奥野字矢上前18-1","34.1259596281336","134.496124347218","","","","","","","","","","","088-692-1115","指定緊急避難場所（法指定）","洪水,地震,津波,内水氾濫",""
"","藍住西小学校","藍住町富吉字豊吉55-1","34.135273557156","134.484800542328","","","","","","","","","","","088-692-2436","指定緊急避難場所（法指定）","洪水,地震,津波,大規模な火事,内水氾濫",""
"","藍住南小学校","藍住町奥野字和田95","34.121489","134.490962","","","","","","","","","","","088-692-2238","指定緊急避難場所（法指定）","洪水,地震,津波,大規模な火事,内水氾濫",""
"","藍住北小学校","藍住町住吉字乾1","34.1327043210354","134.506219369385","","","","","","","","","","","088-692-2315","指定緊急避難場所（法指定）","洪水,地震,津波,大規模な火事,内水氾濫",""
"","藍住東小学校","藍住町勝瑞字成長155-1","34.1270991250187","134.516678058873","","","","","","","","","","","088-641-2222","指定緊急避難場所（法指定）","洪水,地震,津波,大規模な火事,内水氾濫",""
"","藍住東中学校","藍住町住吉字若宮49-1","34.1286621576435","134.51140379399","","","","","","","","","","","088-692-6520","指定緊急避難場所（法指定）","洪水,地震,津波,大規模な火事,内水氾濫",""
"","藍住中学校","藍住町奥野字矢上前18-1","34.1251403162441","134.497572926608","","","","","","","","","","","088-692-2505","指定緊急避難場所（法指定）","洪水,地震,津波,大規模な火事,内水氾濫",""
"","北島南老人憩の家","北島町鯛浜字川久保171","34.113456","134.55232","","","","","","","","","","","088-698-9802","指定緊急避難場所（法指定）","洪水",""
"","グリーンタウン防災施設","北島町新喜来字下竿1-16","34.13601","134.542346","","","","","","","","","","","088-698-9807","指定緊急避難場所（法指定）","洪水",""
"","北島町武道館","北島町江尻字柳池4-1","34.122516","134.545399","","","","","","","","","","","088-698-6277","指定緊急避難場所（法指定）","洪水,地震",""
"","北島町保健相談センター","北島町新喜来字南古田88-1","34.126701","134.546108","","","","","","","","","","","088-698-8909","指定緊急避難場所（法指定）","洪水,地震",""
"","図書館・創世ホール","北島町新喜来字南古田91","34.126058","134.546249","","","","","","","","","","","088-698-1100","指定緊急避難場所（法指定）","洪水,地震,津波",""
"","サンビレッジ北島","北島町中村字日開野51-5","34.129129","134.553464","","","","","","","","","","","088-683-2388","指定緊急避難場所（法指定）","洪水",""
"","サンライフ北島","北島町中村字川田9-1","34.125735","134.545996","","","","","","","","","","","088-698-7361","指定緊急避難場所（法指定）","洪水,地震",""
"","町民体育センター","北島町中村字中内11-1","34.128286","134.555114","","","","","","","","","","","088-698-8386","指定緊急避難場所（法指定）","洪水,地震",""
"","北島町総合庁舎（公民館）","北島町中村字上地23-1","34.125501","134.546834","","","","","","","","","","","088-698-9801","指定緊急避難場所（法指定）","洪水,地震,津波",""
"","北島町立保育所","北島町中村字竹ノ下23-1","34.12831","134.548922","","","","","","","","","","","088-698-3858","指定緊急避難場所（法指定）","洪水",""
"","北島中学校校舎","北島町高房字東野神本25-2","34.124305","134.545292","","","","","","","","","","","088-698-2580","指定緊急避難場所（法指定）","洪水,津波",""
"","北島南小学校校舎","北島町江尻字宮ノ本40-2","34.118796","134.543692","","","","","","","","","","","088-698-2680","指定緊急避難場所（法指定）","洪水,津波",""
"","北島北小学校校舎","北島町北村字壱町四反地20-1","34.13666","134.55285","","","","","","","","","","","088-698-2010","指定緊急避難場所（法指定）","洪水,津波",""
"","北島小学校　校舎","北島町中村字長池17-3","34.125156","134.549248","","","","","","","","","","","088-698-2250","指定緊急避難場所（法指定）","洪水,津波",""
"","(株)ハレルヤ本社工場","松茂町広島字北川向四ノ越30","34.140536","134.580537","","","","","","","","","","","088-699-7611","指定緊急避難場所（法指定）","洪水",""
"","ＪＡ大津・松茂長岸梨選果場","松茂町長岸87","34.145662","134.569426","","","","","","","","","","","-","指定緊急避難場所（法指定）","洪水",""
"","徳島県運転免許センター","松茂町満穂字満穂開拓1-1","34.138506","134.594406","","","","","","","","","","","088-699-0110","指定緊急避難場所（法指定）","洪水,津波",""
"","冨士ファニチア株式会社ショールーム","松茂町笹木野字八北開拓412","34.139844","134.5961","","","","","","","","","","","088-699-5004","指定緊急避難場所（法指定）","洪水,津波",""
"","なごみ","松茂町笹木野字八北開拓329-1","34.140902","134.594838","","","","","","","","","","","088-699-2098","指定緊急避難場所（法指定）","洪水,津波",""
"","吉野川育成園","松茂町笹木野字八北開拓236-1","34.141923","134.594563","","","","","","","","","","","088-699-2055","指定緊急避難場所（法指定）","洪水,津波",""
"","特別養護老人ホーム和光園","松茂町笹木野字山東49-1","34.124382","134.59522","","","","","","","","","","","088-699-2745","指定緊急避難場所（法指定）","洪水,津波",""
"","春叢園","松茂町広島字鍬ノ先23-1","34.13765","134.584481","","","","","","","","","","","088-699-5310","指定緊急避難場所（法指定）","洪水,津波",""
"","板野東部消防組合","北島町北村字大開11-1","34.134174","134.563108","","","","","","","","","","","088-698-0119","指定緊急避難場所（法指定）","洪水,津波",""
"","松茂町津波防災センター","松茂町豊岡字芦田鶴105-9","34.117127","134.598995","","","","","","","","","","","088-699-2111","指定緊急避難場所（法指定）","洪水,津波",""
"","松茂町第二体育館","松茂町中喜来字群恵225-4","34.142716","134.588896","","","","","","","","","","","088-699-8719","指定緊急避難場所（法指定）","洪水",""
"","松茂町総合体育館","松茂町中喜来字群恵225-3","34.142121","134.588399","","","","","","","","","","","088-699-8719","指定緊急避難場所（法指定）","洪水,津波",""
"","長原小学校","松茂町長原530","34.117467","134.60275","","","","","","","","","","","088-699-2750","指定緊急避難場所（法指定）","洪水",""
"","松茂中学校","松茂町笹木野字八山開拓186","34.12946","134.589989","","","","","","","","","","","088-699-2455","指定緊急避難場所（法指定）","洪水,津波",""
"","松茂小学校","松茂町住吉字住吉開拓187","34.131722","134.590057","","","","","","","","","","","088-699-2250","指定緊急避難場所（法指定）","洪水,津波",""
"","松茂町保健相談センター","松茂町広島字三番越2-2","34.136313","134.580932","","","","","","","","","","","088-683-4533","指定緊急避難場所（法指定）","洪水,津波",""
"","松茂町地域子育て支援センター","松茂町広島字三番越2-4","34.135971","134.58083","","","","","","","","","","","088-699-3116","指定緊急避難場所（法指定）","洪水,津波",""
"","松茂町老人福祉センター","松茂町広島字三番越2-2","34.1363707219928","134.581248500669","","","","","","","","","","","088-699-5352","指定緊急避難場所（法指定）","洪水,津波",""
"","松茂町総合会館","松茂町広島字東裏30","34.133889","134.580116","","","","","","","","","","","088-699-8719","指定緊急避難場所（法指定）","洪水,津波",""
"","喜来小学校","松茂町中喜来字前原西一番越14","34.142303","134.574178","","","","","","","","","","","088-699-2724","指定緊急避難場所（法指定）","洪水,津波",""
"","まぜのおか","浅川字西福良４３","33.62265","134.369299","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","深瀬集会所","海部郡美波町北河内字北分１５８","33.762094","134.524312","","","","","","","","","","","0884-77-1111","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","美波町役場","海部郡美波町奧河内字本村１８-１","33.734614","134.535436","","","","","","","","","","","0884-77-1111","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","山河内集会所","美波町山河内字なか10-1","33.716509","134.485462","","","","","","","","","","","0884-77-1111","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","西河内集会所","海部郡美波町西河内字丹前１４","33.732203","134.512478","","","","","","","","","","","0884-77-1530","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","日和佐公民館","海部郡美波町奧河内字寺前１５３-１","33.731094","134.533118","","","","","","","","","","","0884-77-0028","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","井ノ上教育センター","海部郡美波町奧河内字井ノ上273","33.741843","134.537453","","","","","","","","","","","0884-77-1111","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","井ノ上公会堂","美波町奥河内字井ノ上234-5","33.741628","134.536992","","","","","","","","","","","0884-77-0099","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","北河内集会所","美波町北河内字本村240-1","33.745007","134.53729","","","","","","","","","","","0884-77-1111","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","大戸集会所","美波町北河内字久望398-1","33.780092","134.54704","","","","","","","","","","","0884-77-0166","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","赤松集会所","美波町赤松字阿地屋379-5","33.776163","134.498942","","","","","","","","","","","0884-79-3051","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","基幹集落センター","美波町赤松字阿地屋48","33.77577","134.499764","","","","","","","","","","","0884-79-3054","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","木岐白浜集落センター","美波町木岐191-2","33.760107","134.569467","","","","","","","","","","","0884-77-1111","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","木岐多目的集会所","美波町木岐696","33.767754","134.564306","","","","","","","","","","","0884-78-0193","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","木岐公民館","美波町木岐552-8","33.766849","134.571776","","","","","","","","","","","0884-78-1751","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","田井公民館","美波町田井710","33.77276","134.582287","","","","","","","","","","","0884-78-1944","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","由岐公民館","美波町西の地字西地50-1","33.774905","134.591057","","","","","","","","","","","0884-78-0007","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","東由岐公民館","美波町東由岐字大池101-1","33.773917","134.594534","","","","","","","","","","","0884-78-1616","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","志和岐公民館","美波町志和岐字田井ヶ浦","33.781369","134.608982","","","","","","","","","","","0884-77-1111","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","阿部公民館","海部郡美波町阿部２１４","33.790078","134.639393","","","","","","","","","","","0884-78-0671","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","交流促進施設（イザリcaf?)","海部郡美波町伊座利３０１-２","33.802633","134.669072","","","","","","","","","","","0884-78-1186","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","青少年旅行村キャンプ場管理棟","美波町伊座利字小伊座利341-44","33.801908","134.665626","","","","","","","","","","","0884-78-2022","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","旧明神荘","美波町伊座利字小伊座利341-44","33.802225","134.665698","","","","","","","","","","","78-1223","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","交流拠点施設（にぎわいの館）","海部郡美波町伊座利２２０","33.806201","134.669879","","","","","","","","","","","0884-77-1111　　　　　","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","伊座利校","海部郡美波町伊座利２２１","33.805967","134.66957","","","","","","","","","","","0884-78-0673","指定緊急避難場所（法定外）","洪水,高潮,崖崩れ等,地震,津波,大規模な火事,内水氾濫",""
"","広野支所","神山町阿野字五反地295-1","34.026801","134.401406","","","","","","","","","","","088-678-1111","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","阿川公民館","神山町阿野字地ノ平138-1","34.005282","134.355696","","","","","","","","","","","088-678-0332","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","鬼籠野生活改善センター","神山町鬼籠野字川東118-1","33.989107660275","134.395462390227","","","","","","","","","","","088-676-0111","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","鬼籠野公民館","神山町鬼籠野字川東118-1","33.9890275984985","134.395277317794","","","","","","","","","","","088-676-0111","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","神山町農村環境改善センター","神山町神領字中津132","33.968163","134.361707","","","","","","","","","","","088-676-1177","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","神山町役場","神山町神領字本野間100","33.96727","134.35042","","","","","","","","","","","088-676-1111","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","下分公民館","神山町下分字今井125-3","33.960053","134.310943","","","","","","","","","","","088-677-0004","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","上分公民館","神山町上分字川又西13","33.958783","134.279376","","","","","","","","","","","088-677-0010","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","徳島市農協佐那河内支所高樋事務所","名東郡佐那河内村下字高樋５０－１","33.999797","134.473363","","","","","","","","","","","088-679-2218","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","徳島市農協佐那河内支所嵯峨出張所","名東郡佐那河内村下字東内１１－３","33.98513","134.462008","","","","","","","","","","","088-679-2331","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","徳島市農協佐那河内支所","名東郡佐那河内村下字中川原２１","33.992522","134.455807","","","","","","","","","","","088-679-2221","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","健祥会ハイジ","名東郡佐那河内村上字大黒２３－１","33.992369","134.451635","","","","","","","","","","","088-679-3380","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","中央運動公園","名東郡佐那河内村上字南浦21-1外","33.987259","134.454924","","","","","","","","","","","088-674-2855","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","西ノハナ運動施設","名東郡佐那河内村下字西ノハナ２７","33.994185","134.458365","","","","","","","","","","","088-679-2565","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","佐那河内小中学校","名東郡佐那河内村下字中川原３０","33.992548","134.455233","","","","","","","","","","","088-679-2611","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","農業総合振興センター","名東郡佐那河内村下字中辺７１－１","33.993165","134.452942","","","","","","","","","","","088-679-2304","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事",""
"","桜集会所","名東郡佐那河内村上字仁井田１６６－１","33.985612","134.420733","","","","","","","","","","","088-679-2081","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","宮前公民館","名東郡佐那河内村上字幸田１７０－１","33.991196","134.437215","","","","","","","","","","","088-679-2140","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","嵯峨生活改善センター","名東郡佐那河内村下字宮本１","33.9831846842956","134.457946094404","","","","","","","","","","","088-679-2588","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","嵯峨老人憩いの家","名東郡佐那河内村下字下田１１－１","33.988756","134.467996","","","","","","","","","","","088-679-2141","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","寺谷生活改善センター","名東郡佐那河内村下字寺谷１０２","34.000907","134.488522","","","","","","","","","","","","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","保健センター","名東郡佐那河内村下字高樋４６－１","33.999672","134.473939","","","","","","","","","","","088-679-2071","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,大規模な火事",""
"","立川集会所","勝浦町大字棚野字口立川４-１","33.921824","134.483817","","","","","","","","","","","050-3438-9969","指定緊急避難場所（法指定）","洪水,地震",""
"","坂本八幡神社","勝浦町大字坂本字宮平２","33.936052","134.4521","","","","","","","","","","","0885-42-2511","指定緊急避難場所（法指定）","洪水,地震",""
"","三崎集会所","勝浦町大字坂本上寺７６－４","33.933711","134.454653","","","","","","","","","","","0885-42-2511","指定緊急避難場所（法指定）","洪水,地震",""
"","坂本集会所","勝浦町大字坂本字宮平１番地１","33.936248","134.452572","","","","","","","","","","","050-3438-8431","指定緊急避難場所（法指定）","洪水,地震",""
"","市の江集会所","勝浦町大字三溪小川１４２－１","33.932372","134.484607","","","","","","","","","","","050-3438-7165","指定緊急避難場所（法指定）","洪水,地震",""
"","与川内集会所","勝浦町大字三溪字宮平１０１","33.938803","134.476744","","","","","","","","","","","050-3438-9172","指定緊急避難場所（法指定）","洪水,地震",""
"","中山集会所","勝浦町大字三溪字三月田３-１","33.933596","134.49774","","","","","","","","","","","050-3438-9868","指定緊急避難場所（法指定）","洪水,地震",""
"","徳島医療福祉専門学校体育館","勝浦町大字三溪字平１２８番地１","33.93453","134.498835","","","","","","","","","","","0885-42-4810","指定緊急避難場所（法指定）","洪水,地震",""
"","妙音寺","勝浦町大字三溪字上羽瀬３９","33.939194","134.501388","","","","","","","","","","","0885-42-2397","指定緊急避難場所（法指定）","洪水,地震",""
"","勝浦町民体育館","勝浦町大字三溪字古川１番地１","33.93291","134.485821","","","","","","","","","","","0885-42-3671","指定緊急避難場所（法指定）","洪水,地震",""
"","横瀬集会所","勝浦町大字三溪字中村１６４-１","33.929061","134.494668","","","","","","","","","","","050-3438-8430","指定緊急避難場所（法指定）","洪水,地震",""
"","横瀬小学校体育館","勝浦町大字三溪字上川原２２","33.9303595871064","134.494223785389","","","","","","","","","","","0885-42-2009","指定緊急避難場所（法指定）","洪水,地震",""
"","横瀬小学校","勝浦町大字三溪字上川原２２","33.9304775371144","134.493370842932","","","","","","","","","","","0885-42-2009","指定緊急避難場所（法指定）","洪水,地震",""
"","東とくしま農業協同組合勝浦支所","勝浦町大字三溪字下川原１９番地１","33.929928","134.49685","","","","","","","","","","","0885-42-2521","指定緊急避難場所（法指定）","洪水,地震",""
"","円城寺","勝浦町大字棚野字畑田１５","33.929634","134.502922","","","","","","","","","","","0885-42-2099","指定緊急避難場所（法指定）","洪水,地震",""
"","棚野集会所","勝浦町大字棚野字西久保１９-５","33.931148","134.500176","","","","","","","","","","","050-3438-9778","指定緊急避難場所（法指定）","洪水,地震",""
"","久国集会所","勝浦町大字久国字松ノ本１７","33.930765","134.510722","","","","","","","","","","","050-3438-8799","指定緊急避難場所（法指定）","洪水,地震",""
"","住民福祉センター","勝浦町大字久国字久保田３","33.931406","134.511023","","","","","","","","","","","0885-42-8457","指定緊急避難場所（法指定）","洪水,地震",""
